# Motion Design Studios: exported from Notion (collection fd4f344e-8001-4fed-a9e8-0f23ffc82f04)
#source: notion
#cols: name	href	city	style
Summer Friday	https://heysummerfriday.com/	New York NY
Supernova Design	http://supernovadesign.net/	Los Angeles CA
Superside	https://www.superside.com/	Palo Alto CA
Supervixen	http://www.supervixen.net/	Surry Hills Australia	TV/Movie-related
Swim	https://swimseoul.kr	Seoul South Korea
Taunt	https://www.tauntstudios.com/	Belfast Northern Ireland
Tendril Design & Animation	https://tendril.ca/	Toronto ON
Territory Studio	https://territorystudio.com/	London UK;San Francisco CA;Barcelona Spain;Munich Germany	UI/UX;TV/Movie-related;Video game-related
The Canyon Road	https://thecanyonroad.com/	Los Angeles CA	Video production
The Furrow	https://thefurrow.tv/	Lexington KY
The Mill	https://www.themill.com/	London UK;New York NY;Los Angeles CA
The Sequence Group	https://thesequencegroup.com/	Vancouver BC;Melbourne Australia	TV/Movie-related;Video game-related
thinkmojo	https://www.thinkmojo.com/	San Francisco CA;Montreal QC
This Thing Of Ours	http://thisthing.studio/	London UK	Animation
Tilt	https://tiltcreative.com.au/	Melbourne Australia
Toast Studio	https://toast.tv/	New York NY	Mostly 3D
Toastie Animation	https://www.toastieanimation.co.uk/	Manchester UK
Tricks	https://www.tricks.studio/	London UK;Chester UK
Trifilm	https://www.trifilm.com/	Kirkland WA
Troika	https://www.troika.tv/	Los Angeles CA
TUX	https://tux.co/en/	Montreal QC
Ultra	https://ultra.studio/	Leigh-on-Sea UK
Underknown	https://underknown.com/	Toronto ON
Underline	https://underlinestudio.com/	Toronto ON
Unsaid Studio	https://weareunsaid.com/	New York NY
Upstatement	https://upstatement.com/	Boston MA;New York NY	Product design
Vanta Collective	https://www.vantacollective.design/	Sydney Australia
Vectorform	https://www.vectorform.com/	Troy MI	Augmented Reality
venturethree	https://venturethree.com/	London UK
Versus	https://www.vsnyc.tv/	New York NY
Very True Story	https://www.verytruestory.com/	Oakland CA
Visual Creatures	http://visualcreatures.com/	Los Angeles CA
Vucko	https://vucko.co/	Toronto ON
Warm & Fuzzy	https://warmnfuzzy.tv/	Los Angeles CA;Boulder CO	Mostly 3D
Watson	https://watson.la/	Los Angeles CA
